X,Y,id,schoolname,score,num_fixtures,zip
-87.627137,41.809135,27,Beethoven,0.0,34.0,60609
-87.705855,41.885321,28,Beidler,0.06666666666666668,15.0,60612
-87.73402,41.958938,29,Belding,0.0,19.0,60641
-87.686018,41.94953,30,Bell,0.0,17.0,60618
-87.756843,41.92015,31,Belmont-Cragin,0.0,22.0,60639
-87.61739,41.710435,32,Bennett,0.0,25.0,60628
-87.664968,41.950781,33,Blaine,0.018181818181818184,22.0,60613
-87.790604,41.776556,34,Blair,0.14400000000000002,25.0,60638
-87.721097,41.749376,35,Bogan Hs,0.03333333333333333,30.0,60652
-87.653018,41.765361,36,Bond,0.0,21.0,60621
-87.697463,42.003412,37,Boone,0.0,22.0,60645
-87.576075,41.760847,38,Bouchet,0.061538461538461535,26.0,60649
-87.55755,41.734627,39,Bowen Hs,0.0,37.0,60617
-87.557142,41.754365,40,Bradwell,0.0,18.0,60649
-87.649749,41.959984,41,Brennemann,0.12307692307692307,13.0,60613
-87.696294,41.930966,42,Brentano,0.054545454545454564,11.0,60647
-87.798669,41.949114,43,Bridge,0.0,16.0,60634
-87.562084,41.699726,44,Bright,0.0,11.0,60617
-87.692077,41.8239,45,Brighton Park,0.0,15.0,60632
-87.616353,41.692763,46,Brooks Hs,0.0,33.0,60628
-87.638958,41.664873,47,Brown R,0.0,14.0,60628
-87.670682,41.882997,48,Brown W,0.0,16.0,60612
-87.765606,41.897663,49,Brunson,0.008,25.0,60651
-87.696556,41.975754,50,Budlong,0.011111111111111113,18.0,60625
-87.7827,41.917598,51,Burbank,0.045714285714285714,35.0,60639
-87.616141,41.79676,52,Burke,0.017647058823529408,34.0,60615
-87.669853,41.937937,53,Burley,0.0,5.0,60657
-87.567131,41.714402,54,Burnham,0.0,18.0,60617
-87.607435,41.728481,55,Burnside,0.02,20.0,60619
-87.668661,41.912358,56,Burr,0.0,4.0,60622
-87.692457,41.828868,57,Burroughs,0.0,9.0,60632
-87.791544,41.795031,58,Byrne,0.0,17.0,60638
-87.580729,41.739226,59,Caldwell,0.05714285714285715,14.0,60617
-87.711654,41.824377,60,Calmeca,0.0,31.0,60632
-87.649124,41.763896,61,Camelot - Excel Englewood Hs,0.0,13.0,60621
-87.556789,41.760332,62,Camelot Excel Southshore,0.0,4.0,60649
-87.717927,41.903792,63,Cameron,0.03636363636363637,22.0,60651
-87.770127,41.934931,64,Camras,0.0,6.0,60634
-87.829296,41.948007,65,Canty,0.0,5.0,60634
-87.716017,41.848488,66,Cardenas,0.0,15.0,60623
-87.590795,41.783368,67,Carnegie,0.018750000000000003,16.0,60637
-87.696012,41.742517,68,Carroll,0.0,18.0,60652
-87.6878,41.793272,69,Carson,0.013333333333333336,45.0,60629
-87.622453,41.789828,70,Carter,0.0,10.0,60637
-87.599516,41.653702,71,Carver G,0.042105263157894736,19.0,60827
-87.59062,41.65629,72,Carver Military Hs,0.0,39.0,60827
-87.703215,41.687347,73,Cassell,0.0125,16.0,60655
-87.714927,41.84545,74,Castellanos,0.011764705882352941,17.0,60623
-87.699187,41.88295,75,Cather,0.0,13.0,60612
-87.695259,41.866435,76,Chalmers,0.009523809523809523,21.0,60608
-87.683264,41.975894,77,Chappell,0.008695652173913044,23.0,60625
-87.694562,41.917993,78,Chase,0.035897435897435895,39.0,60647
-87.666037,41.807143,79,Chavez,0.0,18.0,60609
-87.778187,41.943056,80,Chicago Academy Es,0.0,31.0,60634
-87.71777,41.691221,81,Chicago Agriculture Hs,0.0,36.0,60655
-87.694945,41.899377,82,Chicago Arts Hs,0.0,24.0,60622
-87.619216,41.830555,83,Chicago Military Hs,0.0,21.0,60653
-87.659095,41.863301,84,Chicago Tech Hs,0.0,7.0,60608
-87.688937,41.896713,85,Chopin,0.0,7.0,60622
-87.645561,41.907797,86,Cics - Chicagoquest Hs,0.0,20.0,60610
-87.681061,41.777511,87,Claremont,0.0064516129032258064,31.0,60636
-87.770418,41.867813,88,Clark Es,0.0,10.0,60644
-87.753325,41.872885,89,Clark Hs,0.043478260869565216,23.0,60644
-87.544614,41.654558,90,Clay,0.0,15.0,60633
-87.686906,41.902626,91,Clemente Hs,0.0774193548387097,62.0,60622
-87.706443,41.952042,92,Cleveland,0.0,17.0,60618
-87.69836,41.992541,93,Clinton,0.0,24.0,60659
-87.680897,41.693026,94,Clissold,0.0,10.0,60643
-87.658111,41.677505,95,Colemon,0.0,7.0,60643
-87.56597,41.741413,96,Coles,0.028571428571428574,14.0,60617
-87.702042,41.864149,97,Collins Hs,0.0375,32.0,60623
-87.704199,41.811069,98,Columbia Explorers,0.006666666666666667,30.0,60632
-87.681938,41.899566,99,Columbus,0.022222222222222227,9.0,60622
-87.659775,41.745237,100,Cook,0.0,18.0,60620
-87.683765,41.955553,101,Coonley,0.0,7.0,60618
-87.667227,41.856031,102,Cooper,0.0,24.0,60608
-87.731193,41.845602,103,Corkery,0.0,19.0,60623
-87.601216,41.70666,104,Corliss Hs,0.0,22.0,60628
-87.663853,41.962308,105,Courtenay,0.06666666666666668,24.0,60640
